ID,AGE,JOB,MARITAL,EDUCATION,DEFAULT,BALANCE,HOUSING,LOAN,CONTACT,DAY,MONTH,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,TARGET
cl/28518,31,blue-collar,single,tertiary,no,403,no,no,cellular,29,jan,356,2,-1,0,,no
cl/7421,25,blue-collar,single,secondary,no,1429,yes,no,,29,may,187,3,-1,0,,no
cl/13001,27,services,married,secondary,no,379,no,yes,cellular,7,jul,269,2,-1,0,,no
cl/29916,47,management,single,tertiary,no,-230,no,no,cellular,4,feb,293,1,-1,0,,no
cl/30414,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,-1,0,,yes
cl/28922,40,technician,divorced,secondary,no,0,yes,no,cellular,2,feb,67,1,-1,0,,no
cl/25977,32,management,married,tertiary,no,913,yes,no,cellular,19,nov,278,3,-1,0,,no
cl/17938,50,technician,divorced,secondary,no,1303,no,no,telephone,30,jul,274,2,-1,0,,no
cl/31135,39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,,yes
cl/16859,28,housemaid,married,secondary,no,15,yes,no,telephone,25,jul,133,7,-1,0,,no
cl/23906,45,blue-collar,married,primary,no,492,no,no,cellular,29,aug,141,2,-1,0,,no
cl/17963,30,housemaid,married,primary,no,462,no,yes,cellular,30,jul,274,3,-1,0,,no
cl/43203,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,,yes
cl/15011,39,admin.,married,secondary,no,0,yes,no,cellular,17,jul,69,1,-1,0,,no
cl/27836,31,management,married,tertiary,no,804,no,no,cellular,28,jan,146,1,-1,0,,no
cl/15474,43,management,married,primary,no,62,yes,no,cellular,18,jul,96,3,-1,0,,no
cl/40540,34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,no
cl/42821,33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,,yes
cl/42244,82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,,yes
cl/11443,52,unemployed,married,primary,no,425,no,no,,19,jun,122,1,-1,0,,no
cl/36136,32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,,no
cl/33891,48,admin.,married,secondary,no,344,no,no,cellular,30,apr,364,1,86,2,other,no
cl/30781,30,management,single,tertiary,no,0,no,no,cellular,6,feb,108,4,-1,0,,no
cl/2653,55,management,married,secondary,no,0,yes,no,,13,may,309,2,-1,0,,no
cl/7147,36,student,single,unknown,no,36,yes,no,,29,may,705,1,-1,0,,no
cl/26742,41,blue-collar,married,primary,no,-52,yes,yes,cellular,20,nov,642,2,-1,0,,no
cl/5366,32,self-employed,married,primary,no,-6,no,no,,23,may,881,2,-1,0,,no
cl/31866,48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,,no
cl/14341,50,management,married,tertiary,no,1622,yes,yes,cellular,14,jul,58,11,-1,0,,no
cl/32193,31,management,single,secondary,no,2317,no,no,cellular,16,apr,87,2,-1,0,,no
cl/28245,52,unemployed,married,primary,no,1724,no,no,cellular,29,jan,73,1,-1,0,,no
cl/42227,21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes
cl/316,36,blue-collar,married,secondary,no,539,yes,yes,,5,may,453,2,-1,0,,no
cl/28769,57,retired,married,primary,no,4908,no,no,cellular,30,jan,868,1,-1,0,,no
cl/36492,56,blue-collar,divorced,primary,no,190,yes,no,cellular,12,may,15,8,351,9,other,no
cl/11585,28,blue-collar,single,primary,no,2340,yes,no,,19,jun,399,1,-1,0,,no
cl/43818,63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,-1,0,,yes
cl/20982,57,,married,primary,no,270,no,no,cellular,14,aug,526,2,-1,0,,no
cl/11842,55,housemaid,married,primary,no,16,no,no,,20,jun,64,1,-1,0,,no
cl/39165,57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,,no
cl/26459,33,student,single,tertiary,no,2904,no,no,cellular,20,nov,42,1,-1,0,,no
cl/41875,62,management,divorced,tertiary,no,1619,no,no,cellular,19,oct,534,1,-1,0,,no
cl/72,54,management,married,secondary,no,282,yes,yes,,5,may,154,1,-1,0,,no
cl/40800,42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,yes
cl/8557,35,services,single,secondary,no,-437,yes,no,,3,jun,43,5,-1,0,,no
cl/1792,40,blue-collar,married,primary,no,117,yes,no,,9,may,215,2,-1,0,,no
cl/5018,43,housemaid,married,secondary,no,-177,yes,no,,21,may,172,2,-1,0,,no
cl/35057,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,yes
cl/25890,39,entrepreneur,married,tertiary,no,5848,yes,no,cellular,19,nov,55,1,-1,0,,no
cl/22051,31,technician,married,secondary,no,-305,no,yes,cellular,20,aug,83,3,-1,0,,no
cl/13486,34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,127,1,-1,0,,no
cl/25101,35,technician,married,secondary,no,1854,yes,no,cellular,18,nov,401,2,-1,0,,no
cl/3818,29,blue-collar,single,secondary,no,1166,yes,no,,16,may,33,1,-1,0,,no
cl/5293,32,management,single,tertiary,no,3050,yes,no,,23,may,298,1,-1,0,,no
cl/24248,53,technician,married,secondary,no,65,no,no,cellular,17,nov,178,1,-1,0,,no
cl/30678,58,services,married,primary,no,443,no,no,telephone,6,feb,41,2,204,1,failure,no
cl/21068,39,management,divorced,tertiary,no,1387,yes,no,cellular,14,aug,373,2,-1,0,,no
cl/19680,40,management,divorced,tertiary,no,1038,no,no,cellular,7,aug,162,5,-1,0,,no
cl/41079,60,retired,married,unknown,no,209,no,no,cellular,14,aug,391,3,106,1,failure,yes
cl/28939,46,technician,married,secondary,no,363,yes,no,cellular,2,feb,346,1,180,3,failure,no
cl/12420,37,technician,divorced,secondary,no,1309,no,yes,,30,jun,124,2,-1,0,,no
cl/8761,34,services,married,secondary,no,-211,yes,no,,4,jun,16,8,-1,0,,no
cl/17082,32,services,single,secondary,no,441,no,yes,cellular,25,jul,135,2,-1,0,,no
cl/5121,38,admin.,married,secondary,no,3732,yes,no,,21,may,379,2,-1,0,,no
cl/20665,54,technician,married,secondary,no,479,no,no,cellular,12,aug,222,3,-1,0,,no
cl/12397,60,blue-collar,married,primary,no,109,no,no,,27,jun,349,5,-1,0,,no
cl/17486,56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,,no
cl/31101,74,retired,married,secondary,no,1714,no,no,telephone,17,feb,127,1,-1,0,,yes
cl/12162,35,blue-collar,married,primary,no,883,yes,yes,,20,jun,18,5,-1,0,,no
cl/37788,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,,yes
cl/26364,56,management,married,tertiary,no,424,yes,yes,cellular,20,nov,113,5,-1,0,,no
cl/31759,49,management,married,tertiary,no,519,yes,no,cellular,8,apr,98,1,-1,0,,no
cl/7807,31,blue-collar,single,secondary,no,-219,yes,no,,30,may,66,2,-1,0,,no
cl/44199,45,technician,single,tertiary,no,1591,no,no,cellular,15,jul,392,4,-1,0,,no
cl/41353,27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
cl/16443,35,blue-collar,married,secondary,no,74,no,no,cellular,23,jul,248,2,-1,0,,no
cl/15730,25,unemployed,single,tertiary,no,2783,no,no,cellular,21,jul,137,3,-1,0,,no
cl/31659,40,blue-collar,married,primary,no,2133,yes,yes,cellular,6,apr,377,3,325,1,failure,no
cl/5265,31,blue-collar,married,secondary,no,714,yes,no,,23,may,254,1,-1,0,,no
cl/7532,37,blue-collar,married,primary,no,949,yes,no,,30,may,149,1,-1,0,,no
cl/713,56,retired,divorced,primary,no,4,yes,no,,6,may,31,3,-1,0,,no
cl/41735,61,housemaid,married,tertiary,no,1389,no,no,cellular,8,oct,92,3,183,1,failure,no
cl/23308,38,self-employed,married,tertiary,no,526,no,no,cellular,27,aug,86,11,-1,0,,no
cl/12389,51,blue-collar,married,tertiary,no,84,no,yes,,27,jun,269,1,-1,0,,no
cl/11175,45,,single,secondary,no,0,no,no,,18,jun,1487,1,-1,0,,no
cl/44590,22,services,single,unknown,no,739,no,no,,20,aug,4,1,-1,0,,no
cl/11521,28,blue-collar,married,primary,no,237,yes,no,,19,jun,498,7,-1,0,,no
cl/18528,36,management,married,tertiary,no,3770,yes,no,cellular,31,jul,150,4,-1,0,,no
cl/28609,27,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,389,3,-1,0,,no
cl/21467,49,technician,married,secondary,no,4772,no,no,cellular,18,aug,157,3,-1,0,,no
cl/24625,47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,,no
cl/7718,44,blue-collar,single,primary,no,787,yes,no,,30,may,570,2,-1,0,,no
cl/43607,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
cl/5153,35,blue-collar,single,primary,no,49,yes,no,,21,may,234,2,-1,0,,no
cl/24676,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
cl/35379,34,blue-collar,married,unknown,no,0,yes,no,cellular,7,may,183,1,-1,0,,no
cl/42404,61,housemaid,married,primary,no,175,no,no,telephone,3,dec,237,1,-1,0,,no
cl/10854,36,blue-collar,married,primary,no,214,no,no,,17,jun,423,1,-1,0,,no
cl/6278,25,blue-collar,single,secondary,no,2354,no,yes,,27,may,98,1,-1,0,,no
cl/3918,42,blue-collar,married,secondary,no,314,yes,yes,,16,may,269,2,-1,0,,no
cl/31756,45,housemaid,married,primary,no,317,yes,no,cellular,8,apr,325,2,-1,0,,no
cl/25492,35,blue-collar,single,secondary,no,4845,no,no,cellular,19,nov,718,1,-1,0,,no
cl/9445,40,admin.,married,secondary,no,334,yes,no,,6,jun,84,5,-1,0,,no
cl/42505,46,management,married,tertiary,no,0,yes,no,cellular,17,dec,155,1,199,2,failure,no
cl/13878,36,services,divorced,secondary,no,82,yes,no,cellular,10,jul,226,1,-1,0,,no
cl/1772,43,housemaid,married,primary,no,1342,yes,yes,,9,may,46,2,-1,0,,no
cl/23273,56,blue-collar,married,secondary,no,605,no,yes,cellular,27,aug,157,6,-1,0,,no
cl/6137,32,services,married,secondary,no,-124,no,no,,27,may,116,1,-1,0,,no
cl/952,33,blue-collar,married,primary,no,198,yes,no,,7,may,121,2,-1,0,,no
cl/29567,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,no
cl/15391,57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,246,1,-1,0,,no
cl/11145,48,management,single,tertiary,no,0,no,no,,18,jun,96,3,-1,0,,no
cl/31815,32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,no
cl/14977,38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,,no
cl/14369,40,blue-collar,single,primary,no,45,yes,yes,cellular,14,jul,106,4,-1,0,,no
cl/25536,35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,70,2,111,2,failure,no
cl/10229,45,services,married,primary,no,116,yes,no,,11,jun,287,3,-1,0,,no
cl/7096,35,technician,single,tertiary,no,485,yes,no,,29,may,205,5,-1,0,,no
cl/34178,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,,no
cl/9347,40,services,single,secondary,no,546,yes,no,,6,jun,219,1,-1,0,,no
cl/28377,31,management,married,tertiary,no,3914,no,yes,cellular,29,jan,266,1,-1,0,,no
cl/41650,57,management,married,unknown,no,0,no,no,cellular,30,sep,585,1,-1,0,,no
cl/19767,45,management,married,tertiary,no,5450,no,no,cellular,8,aug,188,2,-1,0,,no
cl/44408,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
cl/18863,36,technician,married,secondary,no,432,yes,yes,,4,aug,94,1,-1,0,,no
cl/20538,38,management,married,tertiary,no,0,no,no,cellular,12,aug,119,2,-1,0,,no
cl/16206,53,admin.,divorced,secondary,no,223,yes,yes,cellular,22,jul,534,1,-1,0,,no
cl/21348,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,,yes
cl/42083,52,self-employed,married,tertiary,no,730,yes,no,cellular,30,oct,180,2,-1,0,,no
cl/1985,30,services,married,secondary,no,152,yes,no,,9,may,115,2,-1,0,,no
cl/15386,28,admin.,married,secondary,no,5,yes,no,cellular,18,jul,121,1,-1,0,,no
cl/17235,57,retired,married,primary,no,592,no,yes,cellular,28,jul,87,5,-1,0,,no
cl/12425,47,blue-collar,married,secondary,no,323,no,no,,30,jun,385,1,-1,0,,no
cl/23067,47,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,17,15,-1,0,,no
cl/3739,58,admin.,married,primary,no,879,yes,no,,16,may,242,7,-1,0,,no
cl/12206,48,retired,single,primary,no,0,no,no,,20,jun,9,16,-1,0,,no
cl/33957,36,technician,married,secondary,no,24,yes,no,cellular,30,apr,58,1,163,1,failure,no
cl/42379,46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,2,214,1,failure,no
cl/45127,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,,no
cl/12763,59,,married,primary,no,1247,no,no,telephone,7,jul,66,8,-1,0,,no
cl/21664,45,blue-collar,married,primary,no,487,yes,no,cellular,19,aug,110,4,-1,0,,no
cl/24151,33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,failure,no
cl/41405,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
cl/34509,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,,no
cl/1344,50,technician,married,secondary,no,389,yes,no,,8,may,110,1,-1,0,,no
cl/4566,59,retired,married,secondary,no,-313,yes,no,,20,may,407,1,-1,0,,no
cl/30861,45,management,married,secondary,no,1134,no,yes,cellular,9,feb,102,4,-1,0,,no
cl/33150,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,,no
cl/21768,38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,,no
cl/36815,24,student,single,tertiary,no,603,yes,no,cellular,12,may,157,5,-1,0,,no
cl/1888,29,technician,single,tertiary,no,542,yes,no,,9,may,338,3,-1,0,,no
cl/18473,45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,,no
cl/35792,28,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,191,3,-1,0,,no
cl/8789,31,blue-collar,single,secondary,no,-173,yes,no,,4,jun,121,2,-1,0,,no
cl/6597,48,management,single,secondary,no,61,yes,no,,28,may,198,1,-1,0,,no
cl/7997,46,blue-collar,married,primary,no,938,yes,no,,2,jun,92,2,-1,0,,no
cl/34131,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,,no
cl/34766,46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,,no
cl/3376,29,services,single,secondary,no,20,yes,no,,15,may,431,1,-1,0,,no
cl/35726,49,services,married,secondary,no,4300,yes,yes,cellular,8,may,134,1,256,6,failure,no
cl/22762,36,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,93,9,-1,0,,no
cl/16731,57,retired,married,primary,no,-64,yes,no,telephone,24,jul,147,1,-1,0,,no
cl/20572,45,admin.,married,secondary,no,362,no,no,cellular,12,aug,536,4,-1,0,,no
cl/2895,42,management,married,tertiary,no,1340,yes,no,,14,may,299,1,-1,0,,no
cl/36381,34,services,divorced,secondary,no,-240,yes,no,cellular,11,may,247,6,-1,0,,no
cl/12853,29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,,no
cl/27209,32,management,single,tertiary,no,616,yes,no,cellular,21,nov,186,2,109,1,other,no
cl/7101,42,technician,divorced,secondary,no,-106,yes,no,,29,may,95,1,-1,0,,no
cl/30040,53,management,married,primary,no,995,no,no,cellular,4,feb,200,3,-1,0,,no
cl/41541,67,retired,married,primary,no,708,no,no,cellular,11,sep,96,2,-1,0,,no
cl/27960,30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,445,1,223,1,failure,no
cl/29723,58,admin.,married,secondary,no,1142,no,no,telephone,4,feb,82,3,-1,0,,no
cl/18095,39,services,married,secondary,no,1116,yes,no,cellular,30,jul,486,2,-1,0,,no
cl/2580,25,services,single,secondary,no,54,yes,no,,13,may,318,2,-1,0,,no
cl/21329,42,technician,married,secondary,no,1018,no,no,cellular,18,aug,280,2,-1,0,,no
cl/24094,47,management,divorced,tertiary,no,12026,yes,no,telephone,27,oct,251,1,-1,0,,yes
cl/20175,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,,yes
cl/30587,53,technician,married,secondary,no,287,no,no,telephone,6,feb,13,5,-1,0,,no
cl/34603,32,management,single,tertiary,no,11,yes,yes,cellular,5,may,399,1,-1,0,,no
cl/3085,44,technician,divorced,secondary,no,976,yes,no,,14,may,302,2,-1,0,,no
cl/1453,43,blue-collar,married,primary,no,34,yes,no,,8,may,543,3,-1,0,,no
cl/31453,30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,158,2,-1,0,,yes
cl/10475,45,services,married,primary,no,7811,no,no,,16,jun,143,2,-1,0,,no
cl/28568,31,entrepreneur,married,secondary,no,15,no,yes,cellular,29,jan,190,2,-1,0,,no
cl/25753,51,management,married,tertiary,no,94,yes,no,cellular,19,nov,281,3,-1,0,,no
cl/21077,31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,,no
cl/32624,22,blue-collar,single,secondary,no,104,yes,no,cellular,17,apr,531,1,339,1,other,no
cl/24540,41,blue-collar,married,secondary,no,2152,yes,no,cellular,17,nov,369,1,-1,0,,no
cl/0,58,management,married,tertiary,no,2143,yes,no,,5,may,261,1,-1,0,,no
cl/22773,33,technician,married,tertiary,no,463,no,no,cellular,25,aug,390,7,-1,0,,no
cl/37328,52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,,yes
cl/21635,35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,,no
cl/22173,34,management,single,tertiary,no,886,yes,no,cellular,21,aug,104,2,-1,0,,no
cl/19157,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,,yes
cl/19027,48,services,married,secondary,no,202,yes,no,cellular,5,aug,162,1,-1,0,,no
cl/13939,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,,no
cl/42237,54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,,yes
cl/43849,21,student,single,unknown,no,200,no,no,,1,jun,8,1,-1,0,,no
cl/34124,30,management,single,tertiary,no,620,yes,no,cellular,30,apr,513,1,-1,0,,no
cl/39158,27,technician,married,secondary,no,267,yes,no,cellular,18,may,166,4,-1,0,,no
cl/18355,38,blue-collar,married,secondary,no,264,yes,no,telephone,31,jul,15,2,-1,0,,no
cl/42011,60,housemaid,married,primary,no,182,no,no,cellular,27,oct,83,2,76,3,failure,no
cl/24535,51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no
cl/4094,30,blue-collar,single,primary,no,71,yes,no,,19,may,122,6,-1,0,,no
cl/40331,24,technician,single,secondary,no,987,no,yes,cellular,17,jun,208,4,-1,0,,no
cl/35853,53,services,married,secondary,no,125,yes,no,cellular,8,may,176,1,-1,0,,no
cl/30004,46,blue-collar,single,secondary,no,374,no,yes,cellular,4,feb,23,5,7,2,other,no
cl/40198,52,unemployed,married,primary,no,426,no,no,cellular,8,jun,252,5,-1,0,,no
cl/2494,46,entrepreneur,single,tertiary,no,580,yes,no,,13,may,36,1,-1,0,,no
cl/36424,32,technician,single,secondary,no,271,yes,yes,cellular,11,may,271,2,-1,0,,no
cl/24607,31,technician,married,secondary,no,0,yes,no,cellular,17,nov,326,2,-1,0,,no
cl/44654,27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,yes
cl/12060,54,retired,divorced,primary,no,22,no,no,,20,jun,23,4,-1,0,,no
cl/41340,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,-1,0,,yes
cl/31650,40,management,married,secondary,no,754,no,yes,cellular,6,apr,635,1,-1,0,,yes
cl/2777,56,self-employed,married,tertiary,no,871,yes,no,,14,may,381,1,-1,0,,no
cl/30763,33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,no
cl/9809,42,self-employed,married,secondary,no,13242,no,no,,9,jun,149,1,-1,0,,no
cl/15191,36,self-employed,married,tertiary,no,254,yes,no,telephone,17,jul,202,5,-1,0,,no
cl/34968,55,blue-collar,married,primary,no,663,yes,no,cellular,6,may,230,1,-1,0,,no
cl/14554,44,admin.,married,secondary,no,100,yes,no,cellular,15,jul,71,4,-1,0,,no
cl/18609,57,management,married,tertiary,no,4929,yes,no,telephone,31,jul,91,4,-1,0,,no
cl/12006,31,admin.,single,secondary,no,1016,yes,no,,20,jun,9,5,-1,0,,no
cl/6353,36,admin.,divorced,secondary,no,-37,yes,no,,27,may,151,1,-1,0,,no
cl/44421,60,housemaid,married,secondary,no,0,no,no,telephone,4,aug,153,1,1,7,success,no
cl/33889,30,services,single,tertiary,no,803,no,no,cellular,30,apr,243,1,-1,0,,no
cl/44535,29,management,single,tertiary,no,266,no,no,cellular,12,aug,176,1,185,1,failure,no
cl/36722,33,technician,single,tertiary,no,196,yes,no,cellular,12,may,183,5,-1,0,,no
cl/27057,49,blue-collar,married,primary,no,512,yes,yes,cellular,21,nov,126,1,-1,0,,no
cl/25480,39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
cl/2668,57,blue-collar,married,primary,no,452,yes,no,,13,may,139,4,-1,0,,no
cl/4346,38,admin.,married,secondary,no,1344,yes,yes,,19,may,147,2,-1,0,,no
cl/10581,46,blue-collar,married,secondary,no,6215,no,no,,16,jun,155,1,-1,0,,no
cl/9039,44,technician,married,secondary,no,533,no,no,,5,jun,74,1,-1,0,,no
cl/16794,51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,870,3,-1,0,,no
cl/33987,54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,,no
cl/33561,30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,no
cl/21055,31,technician,married,secondary,no,3322,yes,no,cellular,14,aug,421,2,-1,0,,no
cl/8473,48,services,divorced,secondary,no,4408,yes,no,,3,jun,106,6,-1,0,,no
cl/15831,35,services,divorced,secondary,no,828,yes,no,cellular,21,jul,87,1,-1,0,,no
cl/31151,78,retired,married,primary,no,2735,no,no,telephone,26,feb,418,2,-1,0,,no
cl/10213,51,retired,married,primary,no,2525,no,no,,11,jun,184,2,-1,0,,no
cl/6418,35,services,married,secondary,no,843,yes,no,,27,may,120,2,-1,0,,no
cl/16621,29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,jul,54,2,-1,0,,no
